VTD,B02001e1,B02008e1,B02009e1,B02010e1,B02011e1,B02012e1,B02013e1,B03002e1,B03003e1,B17017e1,B17021e1,B19301e1,C17002e1,VTD.1,ID
4200180ACarroll Valley Borough,2016.78588957,1991.84110429,24.3211656442,0.0,0.0,0.0,5.61257668712,2016.78588957,2016.78588957,694.712269939,1971.88527607,19368.3785276,1971.88527607,4200180ACarroll Valley Borough,37
42001310LATIMORE TWP,2572.84186047,2481.69767442,22.7860465116,0.0,7.92558139535,0.0,68.3581395349,2572.84186047,2572.84186047,906.488372093,2572.84186047,26778.5581395,2572.84186047,42001310LATIMORE TWP,38
42001490YORK SPRINGS,866.299188007,761.458775765,15.6089943785,13.2676452217,2.60149906309,0.0,101.198313554,866.299188007,866.299188007,324.927232979,858.234540912,5545.87570269,858.234540912,42001490YORK SPRINGS,39
42001340LITTLESTOWN WD 02,2014.65808513,1944.086841,33.4227399837,27.36938689,19.0248240089,0.0,7.31412103746,2014.65808513,2014.65808513,789.043451252,2007.78576973,21157.6196258,2007.78576973,42001340LITTLESTOWN WD 02,41
42001350MC SHERRYSTOWN VTD 01,1825.39285714,1794.01785714,0.0,0.0,22.0,0.0,9.375,1825.39285714,1825.39285714,801.535714286,1825.39285714,22692.4642857,1825.39285714,42001350MC SHERRYSTOWN VTD 01,42
42001360MC SHERRYSTOWN VTD 02,1184.60714286,1158.98214286,0.0,0.0,0.0,0.0,25.625,1184.60714286,1184.60714286,493.464285714,1184.60714286,14020.5357143,1184.60714286,42001360MC SHERRYSTOWN VTD 02,43
42001440STRABAN TWP VTD 01,1904.99656357,1696.395189,40.0,0.0,19.4261168385,0.0,149.175257732,1904.99656357,1904.99656357,756.996563574,1733.40549828,34345.3230241,1733.40549828,42001440STRABAN TWP VTD 01,44
42001427OXFORD TWP DIST 02,2809.47784725,2608.50279214,18.9657534247,0.0,9.80083275671,0.0,189.239906587,2809.47784725,2809.47784725,1162.40910585,2757.27221054,31619.6548487,2757.27221054,42001427OXFORD TWP DIST 02,46
42001410NEW OXFORD,2019.29290513,1725.27325873,33.0342465753,0.0,3.19386876219,0.0,259.124275681,2019.29290513,2019.29290513,812.818022377,2012.78077427,23263.5910008,2012.78077427,42001410NEW OXFORD,47
42003472BETHEL PARK WD 02 DIST 03,1223.26712342,1163.91946527,11.0088704908,0.0,48.3387876613,0.0,33.4500295683,1223.26712342,1223.26712342,472.049726611,1218.61438652,26333.0747192,1218.61438652,42003472BETHEL PARK WD 02 DIST 03,49
42003481BETHEL PARK WD 03 DIST 01,1195.1937785,1186.57429474,0.0,0.0,8.61948376353,4.30974188177,0.0,1195.1937785,1195.1937785,407.536628903,1191.42275436,25333.6795426,1191.42275436,42003481BETHEL PARK WD 03 DIST 01,50
42003486BETHEL PARK WD 03 DIST 02,1163.47533626,1142.97909566,8.48120300752,0.0,20.4962406015,0.0,0.0,1163.47533626,1163.47533626,419.819144475,1163.47533626,31130.6320297,1163.47533626,42003486BETHEL PARK WD 03 DIST 02,51
42003493BETHEL PARK WD 03 DIST 03,1303.57831371,1265.15097769,0.0,0.0,38.4273360245,3.69025811823,0.0,1303.57831371,1303.57831371,506.565006193,1300.34933786,44169.4961244,1300.34933786,42003493BETHEL PARK WD 03 DIST 03,52
420031371CORAOPOLIS WD 03 DIST 01,657.162492106,575.129850676,83.4572879534,9.22509225092,0.0,0.0,18.1325490483,657.162492106,657.162492106,327.833353341,657.162492106,14821.3404333,657.162492106,420031371CORAOPOLIS WD 03 DIST 01,53
420031381CORAOPOLIS WD 03 DIST 02,688.656211562,650.0399754,54.9538745387,12.37699877,0.0,0.0,9.90159901599,688.656211562,688.656211562,358.437884379,688.656211562,13011.196187,688.656211562,420031381CORAOPOLIS WD 03 DIST 02,54
420031390CORAOPOLIS WD 04 DIST 01,726.313037723,682.502316347,29.2071475844,0.0,0.0,0.0,14.6035737922,726.313037723,726.313037723,295.507610854,726.313037723,10665.3335539,726.313037723,420031390CORAOPOLIS WD 04 DIST 01,55
420031400CORAOPOLIS WD 04 DIST 02,874.629544065,821.879731498,35.2391124375,0.0307503075031,0.0,0.0,17.5758907821,874.629544065,874.629544065,356.046055047,874.629544065,12850.4464033,874.629544065,420031400CORAOPOLIS WD 04 DIST 02,56
420031411CRAFTON WD 01 DIST 01,1215.08282676,1182.35350891,28.2686098233,5.5007256894,0.0,0.0,3.30043541364,1215.08282676,1215.08282676,581.600747296,1215.08282676,25841.1889357,1215.08282676,420031411CRAFTON WD 01 DIST 01,57
420031420CRAFTON WD 01 DIST 02,612.394393638,599.613551839,11.7724557423,2.14804063861,0.0,0.0,1.28882438316,612.394393638,612.394393638,294.495490392,612.394393638,13160.1972522,612.394393638,420031420CRAFTON WD 01 DIST 02,58
420032631HAMPTON TWP DIST 12,1084.89689298,1029.42883352,32.427480916,0.0,19.2004821213,0.0,14.0803535556,1084.89689298,1084.89689298,423.197424383,1084.89689298,18714.8273793,1084.89689298,420032631HAMPTON TWP DIST 12,59
420032641HAMPTON TWP DIST 13,933.648939579,923.696551593,0.36641221374,0.0,7.92073611285,0.0,1.78094877967,933.648939579,933.648939579,379.31608503,933.648939579,19432.6761529,933.648939579,420032641HAMPTON TWP DIST 13,60
420032650HARMAR TWP DIST 01,1382.34841629,1329.16742081,66.5113122172,106.0,1.66968325792,0.0,0.0,1382.34841629,1382.34841629,777.968325792,1365.65158371,61730.9230769,1365.65158371,420032650HARMAR TWP DIST 01,61
420032660HARMAR TWP DIST 02,1163.65248869,1127.82262443,32.5393665158,0.0,3.29049773756,0.0,0.0,1163.65248869,1163.65248869,603.449773756,1130.74751131,41571.2923077,1130.74751131,420032660HARMAR TWP DIST 02,62
420032670HARMAR TWP DIST 03,416.999095023,373.009954751,39.949321267,0.0,4.03981900452,0.0,0.0,416.999095023,416.999095023,205.581900452,376.600904977,9965.78461538,376.600904977,420032670HARMAR TWP DIST 03,63
420032680HARRISON TWP WD 01 DIST 01,403.944700327,362.851804152,38.1420765027,4.15300546448,2.18579234973,0.0,0.0,403.944700327,403.944700327,163.467493251,403.944700327,8390.4616213,403.944700327,420032680HARRISON TWP WD 01 DIST 01,64
420032690HARRISON TWP WD 01 DIST 02,636.470023981,636.470023981,0.0,0.0,0.0,0.0,0.0,636.470023981,636.470023981,274.340527578,636.470023981,35510.6378897,636.470023981,420032690HARRISON TWP WD 01 DIST 02,65
420033930MC KEESPORT WD 12 DIST 01,437.092279311,421.550092156,7.89654145265,0.764705882353,3.08993539612,0.0,6.32041618876,437.092279311,437.092279311,208.809764268,437.092279311,8865.63141031,437.092279311,420033930MC KEESPORT WD 12 DIST 01,66
420033940MC KEESPORT WD 12 DIST 02,603.93939156,588.848449181,16.7543954786,0.0,0.0,0.0,0.954038997214,603.93939156,603.93939156,296.196535864,603.93939156,11421.2460309,603.93939156,420033940MC KEESPORT WD 12 DIST 02,67
420033941MC KEESPORT WD 12 DIST 03,677.036908078,666.142061281,5.70682451253,0.0,0.0,0.0,5.18802228412,677.036908078,677.036908078,332.033426184,677.036908078,15326.4554318,677.036908078,420033941MC KEESPORT WD 12 DIST 03,68
420033950MILLVALE DIST 01,975.394871427,937.634342419,40.1606019279,12.0204421881,2.72317156528,0.0,37.6968973747,975.394871427,975.394871427,423.745687173,975.394871427,15928.5618453,975.394871427,420033950MILLVALE DIST 01,69
420034000MILLVALE DIST 02,665.014553015,656.108108108,11.3804573805,0.0,0.0,0.0,0.0,665.014553015,665.014553015,329.538461538,665.014553015,14602.1164241,665.014553015,420034000MILLVALE DIST 02,70
420033970MILLVALE DIST 03,658.834586466,627.210526316,36.4155844156,2.3957621326,7.66643882433,0.0,0.0,658.834586466,658.834586466,328.219412167,658.834586466,9469.48940533,658.834586466,420033970MILLVALE DIST 03,71
420035191O HARA TWP WD 01 DIST 02,746.0,746.0,0.0,0.0,0.0,0.0,0.0,746.0,746.0,329.0,746.0,24228.0,746.0,420035191O HARA TWP WD 01 DIST 02,72
420035201O HARA TWP WD 02 DIST 01,695.207413584,646.334773066,6.35878564857,4.62887646162,46.2169560396,0.0,0.0,695.207413584,695.207413584,291.303816561,695.207413584,19595.4675504,695.207413584,420035201O HARA TWP WD 02 DIST 01,73
420035210O HARA TWP WD 02 DIST 02,1192.0,1157.0,0.0,0.0,35.0,0.0,0.0,1192.0,1192.0,472.0,1192.0,68886.0,1192.0,420035210O HARA TWP WD 02 DIST 02,74
420035225O HARA TWP WD 03 DIST 01,805.447668967,753.182855197,4.19503219871,5.88713777326,52.7794917893,0.0,0.0,805.447668967,805.447668967,340.647932842,805.447668967,20612.7849157,805.447668967,420035225O HARA TWP WD 03 DIST 01,75
420035230O HARA TWP WD 03 DIST 02,766.801219197,707.728921875,10.7746090156,4.48398576512,51.8848769181,0.0,0.0,766.801219197,766.801219197,317.566189879,766.801219197,24091.4264668,766.801219197,420035230O HARA TWP WD 03 DIST 02,76
420035261O HARA TWP WD 04 DIST 01,360.316691236,356.640106501,0.0,0.22509702458,4.22056921087,0.0,0.0,360.316691236,360.316691236,160.324829267,360.316691236,34696.417326,360.316691236,420035261O HARA TWP WD 04 DIST 01,77
420035710PENN HILLS TWP WD 08 DIST 03,779.087661107,727.915803902,49.8519814283,10.8271612687,0.0,0.0,0.0,779.087661107,779.087661107,364.245598909,777.23983502,11694.9971728,777.23983502,420035710PENN HILLS TWP WD 08 DIST 03,78
420035720PENN HILLS TWP WD 08 DIST 04,873.6,736.4,54.2,1.3,62.4,0.0,20.8,873.6,873.6,323.4,873.6,20317.1,873.6,420035720PENN HILLS TWP WD 08 DIST 04,79
420035721PENN HILLS TWP WD 08 DIST 05,1544.66354545,1088.1167667,448.080265269,11.7,0.0,0.0,11.5062955003,1544.66354545,1544.66354545,665.925377735,1532.08887197,31708.4357985,1532.08887197,420035721PENN HILLS TWP WD 08 DIST 05,80
420035722PENN HILLS TWP WD 08 DIST 06,674.371294762,575.406964078,93.5506664409,6.67857142857,0.0,0.0,2.50993753549,674.371294762,674.371294762,298.163757499,667.216923481,15869.7662276,667.216923481,420035722PENN HILLS TWP WD 08 DIST 06,81
420035730PENN HILLS TWP WD 09 DIST 01,766.796844924,745.213155913,21.5836890116,9.15348564733,0.0,0.0,0.0,766.796844924,766.796844924,361.42106034,766.796844924,10232.6652858,766.796844924,420035730PENN HILLS TWP WD 09 DIST 01,82
420035740PENN HILLS TWP WD 09 DIST 02,613.048319328,448.915601023,158.356320789,13.2857142857,0.0,0.0,0.0,613.048319328,613.048319328,282.355316039,604.961362806,14797.6667885,604.961362806,420035740PENN HILLS TWP WD 09 DIST 02,83
420038720PITTSBURGH WD 12 DIST 15,564.508928571,4.18154761905,560.327380952,31.7797619048,0.0,0.0,0.0,564.508928571,564.508928571,269.709821429,564.508928571,6345.4985119,564.508928571,420038720PITTSBURGH WD 12 DIST 15,84
420038730PITTSBURGH WD 12 DIST 16,756.123853634,215.393090953,534.519705637,14.6946847684,0.0,6.76789587852,12.4078091106,756.123853634,756.123853634,154.920849421,597.181659813,11356.8072778,597.181659813,420038730PITTSBURGH WD 12 DIST 16,85
420038750PITTSBURGH WD 13 DIST 01,278.377470356,0.0,278.377470356,0.0,38.1699604743,0.0,0.0,278.377470356,278.377470356,155.970355731,278.377470356,14279.513834,278.377470356,420038750PITTSBURGH WD 13 DIST 01,86
420038770PITTSBURGH WD 13 DIST 02,387.679463814,0.0,387.679463814,0.0,19.8300395257,0.0,0.0,387.679463814,387.679463814,230.731301727,387.679463814,20106.3202329,387.679463814,420038770PITTSBURGH WD 13 DIST 02,87
420038790PITTSBURGH WD 13 DIST 03,301.690615538,0.0,301.690615538,0.0,0.0,0.0,0.0,301.690615538,301.690615538,172.173572744,301.690615538,14597.286013,301.690615538,420038790PITTSBURGH WD 13 DIST 03,88
420038810PITTSBURGH WD 13 DIST 04,371.387580191,2.98351648352,371.387580191,0.0,0.0,0.0,0.0,371.387580191,371.387580191,202.028474288,371.387580191,13042.9030012,371.387580191,420038810PITTSBURGH WD 13 DIST 04,89
420038830PITTSBURGH WD 13 DIST 05,509.107813786,4.74725274725,505.029263937,0.0,4.07854984894,0.0,0.0,509.107813786,509.107813786,219.138256255,509.107813786,11581.6903063,509.107813786,420038830PITTSBURGH WD 13 DIST 05,90
420038850PITTSBURGH WD 13 DIST 06,438.532414975,1.26923076923,424.75597993,0.0,13.7764350453,0.0,0.0,438.532414975,438.532414975,176.405317995,438.532414975,11495.08963,438.532414975,420038850PITTSBURGH WD 13 DIST 06,91
420038870PITTSBURGH WD 13 DIST 07,364.487368632,9.98337950139,357.145978904,5.28531855956,7.3413897281,0.0,0.0,364.487368632,364.487368632,192.22881012,364.487368632,14586.2666636,364.487368632,420038870PITTSBURGH WD 13 DIST 07,92
420038890PITTSBURGH WD 13 DIST 08,212.766993394,17.8604594851,212.766993394,20.887869748,0.0,0.0,0.0,212.766993394,212.766993394,111.122077369,212.766993394,21364.2984813,212.766993394,420038890PITTSBURGH WD 13 DIST 08,93
42003B250PITTSBURGH WD 19 DIST 20,698.799020169,663.354538496,48.3984706935,2.75748502994,8.73203592814,0.0,16.4591846321,698.799020169,698.799020169,371.27206146,698.799020169,30046.7142956,698.799020169,42003B250PITTSBURGH WD 19 DIST 20,94
42003B270PITTSBURGH WD 19 DIST 21,1027.68601125,891.556153679,112.941757341,0.961077844311,8.77854224212,0.0,42.0422908392,1027.68601125,1027.68601125,442.364500891,1027.68601125,24344.0591624,1027.68601125,42003B270PITTSBURGH WD 19 DIST 21,95
42003B290PITTSBURGH WD 19 DIST 22,741.515947902,654.749030558,81.2738798497,2.28143712575,11.4894218297,0.0,36.2256732327,741.515947902,741.515947902,315.01925442,741.515947902,17513.1021022,741.515947902,42003B290PITTSBURGH WD 19 DIST 22,96
42003B310PITTSBURGH WD 19 DIST 23,793.441271172,765.166303597,56.5499351492,0.0,2.71018276762,0.0,0.0,793.441271172,793.441271172,339.344327355,793.441271172,26452.7302843,793.441271172,42003B310PITTSBURGH WD 19 DIST 23,97
42003B330PITTSBURGH WD 19 DIST 24,1172.79546222,1144.20582078,19.7928286853,10.4462151394,8.796812749,0.0,0.0,1172.79546222,1172.79546222,430.222837464,1172.79546222,22905.9289621,1172.79546222,42003B330PITTSBURGH WD 19 DIST 24,98
42003B350PITTSBURGH WD 19 DIST 25,626.015866691,613.140049619,10.7297347342,2.54847277556,2.14608233732,0.0,0.0,626.015866691,626.015866691,282.506321337,626.015866691,28315.4683665,626.015866691,42003B350PITTSBURGH WD 19 DIST 25,99
42003B370PITTSBURGH WD 19 DIST 26,466.580454671,459.33607686,7.24437781109,0.0,0.0,0.0,0.0,466.580454671,466.580454671,228.792445614,466.580454671,26830.754536,466.580454671,42003B370PITTSBURGH WD 19 DIST 26,100
42003B390PITTSBURGH WD 19 DIST 27,570.396710441,519.501664329,24.3236175406,0.0,26.5714285714,0.0,0.0,570.396710441,570.396710441,267.388437908,570.396710441,17037.4875702,570.396710441,42003B390PITTSBURGH WD 19 DIST 27,101
42003C750PITTSBURGH WD 26 DIST 12,1196.37929472,693.484845259,507.469128061,16.9294883497,15.953966396,0.0,0.0,1196.37929472,1196.37929472,500.025327617,1196.37929472,,1196.37929472,42003C750PITTSBURGH WD 26 DIST 12,102
42003C770PITTSBURGH WD 26 DIST 13,992.546559434,483.106573377,507.960374407,5.54854368932,7.02815533981,0.0,0.0,992.546559434,992.546559434,361.050436128,992.546559434,22110.8989696,992.546559434,42003C770PITTSBURGH WD 26 DIST 13,103
42003C790PITTSBURGH WD 26 DIST 14,820.847488154,734.957757341,96.0796527039,0.0395387149918,0.0,0.0,0.0,820.847488154,820.847488154,372.214008154,820.353254216,18250.7456725,820.353254216,42003C790PITTSBURGH WD 26 DIST 14,104
42003C810PITTSBURGH WD 26 DIST 15,701.705974931,480.861190055,225.000826741,0.0,0.0,0.0,0.0,701.705974931,701.705974931,273.774386376,701.705974931,19634.6981951,701.705974931,42003C810PITTSBURGH WD 26 DIST 15,105
42003C830PITTSBURGH WD 26 DIST 16,884.560844225,537.201801484,347.359042741,0.0,0.0,0.0,0.0,884.560844225,884.560844225,334.150759449,884.560844225,24751.3282409,884.560844225,42003C830PITTSBURGH WD 26 DIST 16,106
42003C840PITTSBURGH WD 26 DIST 17,421.202710754,278.087527241,143.115183513,0.0,0.0,0.0,0.0,421.202710754,421.202710754,144.500717276,420.024348181,14039.5567549,420.024348181,42003C840PITTSBURGH WD 26 DIST 17,107
42003E815SCOTT TWP WD 02 DIST 02,866.087392389,819.062520412,0.0,0.0,46.9535051946,0.0,0.0713667820069,866.087392389,866.087392389,403.988072316,864.988343946,15173.2882733,864.988343946,42003E815SCOTT TWP WD 02 DIST 02,108
42003E841SCOTT TWP WD 03 DIST 01,903.438387826,854.998675679,17.2178383578,0.0,30.3293312178,0.0,0.892542571932,903.438387826,903.438387826,399.108831724,902.590472383,17249.8581977,902.590472383,42003E841SCOTT TWP WD 03 DIST 01,109
42003E850SCOTT TWP WD 03 DIST 02,1137.51335903,1095.88750319,12.6191489362,0.0,27.3068799234,0.0,1.69982698962,1137.51335903,1137.51335903,490.837372749,1111.33602339,23161.8304143,1111.33602339,42003E850SCOTT TWP WD 03 DIST 02,110
42003E870SCOTT TWP WD 04 DIST 01,1130.93051682,1118.68802661,0.0,0.0,10.6010542226,0.0,1.64143598616,1130.93051682,1130.93051682,480.445412548,1105.65240263,34494.3850058,1105.65240263,42003E870SCOTT TWP WD 04 DIST 01,111
42003E880SCOTT TWP WD 04 DIST 02,581.323849124,558.219453519,0.0,0.0,23.1043956044,0.0,0.0,581.323849124,581.323849124,255.458063558,581.323849124,23946.6288981,581.323849124,42003E880SCOTT TWP WD 04 DIST 02,112
42003G041TURTLE CREEK WD 03 DIST 01,1224.26138209,1133.49455005,127.321048901,0.0,111.445783133,0.0,0.0,1224.26138209,1224.26138209,546.290681714,1224.26138209,21387.3288358,1224.26138209,42003G041TURTLE CREEK WD 03 DIST 01,113
42003G060TURTLE CREEK WD 03 DIST 02,638.310498883,584.722263589,53.5882352941,0.0,0.0,0.0,0.0,638.310498883,638.310498883,357.481012658,638.310498883,11514.0089352,638.310498883,42003G060TURTLE CREEK WD 03 DIST 02,114
42003G070UPPER ST. CLAIR TWP WD 01 DIST 01,914.711538462,866.275384615,1.74230769231,0.0,48.4361538462,0.0,0.0,914.711538462,914.711538462,316.054615385,914.711538462,17165.2153846,914.711538462,42003G070UPPER ST. CLAIR TWP WD 01 DIST 01,115
42003G080UPPER ST. CLAIR TWP WD 01 DIST 02,1324.09333568,1259.55212275,2.21346153846,0.0,64.9539359671,0.0,0.0,1324.09333568,1324.09333568,466.720552543,1324.09333568,25125.8042137,1324.09333568,42003G080UPPER ST. CLAIR TWP WD 01 DIST 02,116
42003G081UPPER ST. CLAIR TWP WD 01 DIST 03,1024.10612403,961.604257627,12.2196079537,0.457551826259,60.9888442612,0.0,3.57696234664,1024.10612403,1024.10612403,341.738520485,1024.10612403,33478.8387851,1024.10612403,42003G081UPPER ST. CLAIR TWP WD 01 DIST 03,117
42003H051WILKINSBURG WD 02 DIST 02,1248.86625731,572.986520522,640.704873399,5.78464716797,28.3030268251,0.0,9.26856935172,1248.86625731,1248.86625731,685.453609299,1248.86625731,25988.5634919,1248.86625731,42003H051WILKINSBURG WD 02 DIST 02,118
42003H011WILKINSBURG WD 02 DIST 03,1344.66101695,458.355932203,925.305084746,7.45762711864,0.0,23.0,0.0,1344.66101695,1344.66101695,564.627118644,1344.66101695,25502.4915254,1344.66101695,42003H011WILKINSBURG WD 02 DIST 03,119
42003H021WILKINSBURG WD 02 DIST 04,619.624553707,66.9943198018,548.75218808,19.1439110911,3.40206185567,0.0,13.0397695573,619.624553707,619.624553707,263.313957888,597.498549472,11425.9008735,597.498549472,42003H021WILKINSBURG WD 02 DIST 04,120
42003H031WILKINSBURG WD 02 DIST 05,707.198501742,200.450072638,520.743843313,26.9381443299,7.59793814433,0.0,25.5567010309,707.198501742,707.198501742,374.874888418,646.324505977,15933.9471759,646.324505977,42003H031WILKINSBURG WD 02 DIST 05,121
42003H070WILKINSBURG WD 03 DIST 01,801.890302272,627.363195017,157.765728492,0.0,14.8309530108,1.93042575286,0.0,801.890302272,801.890302272,428.760070678,801.890302272,26928.4915004,801.890302272,42003H070WILKINSBURG WD 03 DIST 01,122
42003H080WILKINSBURG WD 03 DIST 02,704.229402333,550.829995799,141.443386433,0.0,12.9156523865,1.01661474559,0.74109263658,704.229402333,704.229402333,390.274626416,704.229402333,24839.2705259,704.229402333,42003H080WILKINSBURG WD 03 DIST 02,123
42003H091WILKINSBURG WD 03 DIST 03,1208.10845939,57.1787257876,1144.57208654,18.1668453589,0.0,0.0,10.4447058824,1208.10845939,1208.10845939,493.858110138,1208.10845939,18566.4531826,1208.10845939,42003H091WILKINSBURG WD 03 DIST 03,124
42003H101WILKINSBURG WD 03 DIST 04,1401.14870395,747.27949327,628.132927831,0.0,31.8210905647,8.05295950156,5.30166270784,1401.14870395,1401.14870395,738.867915732,1401.14870395,27621.6512753,1401.14870395,42003H101WILKINSBURG WD 03 DIST 04,125
42003501BETHEL PARK WD 04 DIST 01,1700.26515329,1667.88680707,23.5478881618,4.41522903034,9.56632956573,12.509815586,0.0,1700.26515329,1700.26515329,618.142800908,1700.26515329,32868.2243867,1700.26515329,42003501BETHEL PARK WD 04 DIST 01,126
42003511BETHEL PARK WD 04 DIST 02,1200.36625061,1178.12335068,14.0894311549,1.58477096966,12.2093668467,4.49018441404,1.84554973822,1200.36625061,1200.36625061,512.453418535,1200.36625061,30846.5492973,1200.36625061,42003511BETHEL PARK WD 04 DIST 02,127
42003522BETHEL PARK WD 04 DIST 03,1238.530585,1169.53188269,6.37187910644,0.0,40.8442520511,0.0,28.1544502618,1238.530585,1238.530585,584.251974779,1238.530585,63420.9552939,1238.530585,42003522BETHEL PARK WD 04 DIST 03,128
42003530BETHEL PARK WD 05 DIST 01,689.540520446,689.540520446,0.0,0.0,0.0,0.0,0.0,689.540520446,689.540520446,262.037174721,689.540520446,14272.4877323,689.540520446,42003530BETHEL PARK WD 05 DIST 01,129
42003540BETHEL PARK WD 05 DIST 02,1023.72824529,995.587700833,5.53745928339,0.0,39.21546302,0.0,0.0,1023.72824529,1023.72824529,343.334989321,1023.72824529,24021.7986723,1023.72824529,42003540BETHEL PARK WD 05 DIST 02,130
420031440CRAFTON WD 02 DIST 01,897.785562773,824.295722425,53.7369279618,12.351233672,0.0,0.0,7.41074020319,897.785562773,897.785562773,411.510882053,897.785562773,17282.7070159,897.785562773,420031440CRAFTON WD 02 DIST 01,131
420031451CRAFTON WD 02 DIST 02,962.599474145,900.304995618,36.2944785276,9.43120070114,0.0,0.0,17.0,962.599474145,962.599474145,553.858019281,962.599474145,26936.5276074,962.599474145,420031451CRAFTON WD 02 DIST 02,132
420031471CRAFTON WD 03 DIST 01,1431.07047811,1403.36495664,27.9275279449,44.7717140971,0.0,0.0,0.0,1431.07047811,1431.07047811,647.552798197,1431.07047811,33192.2850184,1431.07047811,420031471CRAFTON WD 03 DIST 01,133
420031490CRAFTON WD 03 DIST 02,912.067264574,912.067264574,0.0,18.7970852018,0.0,0.0,0.0,912.067264574,912.067264574,339.98206278,912.067264574,23730.0941704,912.067264574,420031490CRAFTON WD 03 DIST 02,134
420031500CRESCENT TWP WD 01,1516.60606061,1371.46212121,86.4939393939,15.9954545455,36.1378787879,0.0,14.2181818182,1516.60606061,1516.60606061,607.234848485,1516.60606061,18125.8121212,1516.60606061,420031500CRESCENT TWP WD 01,135
420031510CRESCENT TWP WD 02,1043.39393939,943.537878788,59.5060606061,11.0045454545,24.8621212121,0.0,9.78181818182,1043.39393939,1043.39393939,417.765151515,1043.39393939,12470.1878788,1043.39393939,420031510CRESCENT TWP WD 02,136
420031520DORMONT DIST 01,1073.79779217,986.926035957,56.2075338435,5.54776157956,54.7821514188,0.0,0.0,1073.79779217,1073.79779217,509.788555322,1073.79779217,23191.2880973,1073.79779217,420031520DORMONT DIST 01,137
420031630DORMONT DIST 02,723.4697733,700.371536524,9.89924433249,0.0,13.1989924433,0.0,7.42443324937,723.4697733,723.4697733,294.502518892,723.4697733,21914.4521411,723.4697733,420031630DORMONT DIST 02,138
420031541DORMONT DIST 03,1155.70780534,1149.9768491,45.2428992427,3.35689045936,0.0,0.0,0.0,1155.70780534,1155.70780534,562.099030735,1155.70780534,44528.6727546,1155.70780534,420031541DORMONT DIST 03,139
420031550DORMONT DIST 04,671.893632545,617.60198565,38.3812575137,3.91678939951,36.79246033,0.0,0.0,671.893632545,671.893632545,300.060870742,671.893632545,15294.3864469,671.893632545,420031550DORMONT DIST 04,140
420031561DORMONT DIST 05,1571.45873851,1488.08351267,44.8584338876,2.53544902093,38.5167919509,0.0,0.0,1571.45873851,1571.45873851,791.066787212,1571.45873851,36087.2155537,1571.45873851,420031561DORMONT DIST 05,141
420032625HARRISON TWP WD 01 DIST 03,1030.38212905,1007.55914054,13.7563218391,4.37701149425,4.68965517241,0.0,0.0,1030.38212905,1030.38212905,477.124023231,1030.38212905,30822.0002186,1030.38212905,420032625HARRISON TWP WD 01 DIST 03,142
420032700HARRISON TWP WD 02 DIST 01,630.062835945,610.639677316,18.0706996134,2.2175485977,1.37480070841,0.0,0.0,630.062835945,630.062835945,240.113809306,630.062835945,14352.6047707,630.062835945,420032700HARRISON TWP WD 02 DIST 01,143
420032710HARRISON TWP WD 02 DIST 02,1318.62172601,1072.3919691,246.229756905,15.6859122402,18.6270207852,0.0,0.0,1318.62172601,1318.62172601,485.569727715,1318.62172601,30515.1917647,1318.62172601,420032710HARRISON TWP WD 02 DIST 02,144
420032730HARRISON TWP WD 03 DIST 01,1097.69481065,1072.98490467,64.5144662156,0.0,5.45684210526,0.0,0.0,1097.69481065,1097.69481065,496.295126966,1097.69481065,21093.6164186,1097.69481065,420032730HARRISON TWP WD 03 DIST 01,145
420032740HARRISON TWP WD 03 DIST 02,875.541976298,868.366684145,19.2195325543,0.0,0.0,0.0,0.0,875.541976298,875.541976298,388.438223353,875.541976298,25646.0828567,875.541976298,420032740HARRISON TWP WD 03 DIST 02,146
420032750HARRISON TWP WD 04 DIST 01,1372.70938977,1353.3014793,24.9165275459,0.0,10.1057401813,0.0,0.0,1372.70938977,1372.70938977,508.929605738,1372.70938977,21838.0810868,1372.70938977,420032750HARRISON TWP WD 04 DIST 01,147
420033980MILLVALE DIST 04,736.041218799,704.628815475,34.7355019682,6.3411435945,4.83390293917,0.0,16.3031026253,736.041218799,736.041218799,339.791565048,736.041218799,11404.8421191,736.041218799,420033980MILLVALE DIST 04,148
420033990MILLVALE DIST 05,745.714770294,733.418207681,15.3078543079,0.242652084757,0.776486671224,0.0,0.0,745.714770294,745.714770294,369.704874073,745.714770294,15867.9902061,745.714770294,420033990MILLVALE DIST 05,149
420034010MONROEVILLE WD 01 DIST 01,1155.97861426,962.962068517,186.137754425,4.35137895812,14.8941130699,0.0,9.0,1155.97861426,1155.97861426,483.132183618,1155.97861426,27513.9222414,1155.97861426,420034010MONROEVILLE WD 01 DIST 01,150
420034020MONROEVILLE WD 01 DIST 02,1021.85093991,736.122419559,181.106158459,1.54797601199,115.083900358,0.0,0.0,1021.85093991,1021.85093991,400.223272979,1021.85093991,31683.0625072,1021.85093991,420034020MONROEVILLE WD 01 DIST 02,151
420034030MONROEVILLE WD 01 DIST 03,1019.44687726,879.458550824,8.24113475177,0.0,129.785016748,0.0,1.9621749409,1019.44687726,1019.44687726,403.901139416,1019.44687726,28048.782873,1019.44687726,420034030MONROEVILLE WD 01 DIST 03,152
420034031MONROEVILLE WD 01 DIST 04,1159.97339962,734.485347985,397.355049712,70.7664399093,41.9526425955,0.0,12.0453514739,1159.97339962,1159.97339962,540.603697889,1055.32940869,29753.4986918,1055.32940869,420034031MONROEVILLE WD 01 DIST 04,153
